aco_num,aco_name,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A07620,"Seton Accountable Care Organization, Inc.",-1.0,50.0,13683,3184,7014,2716,769,8027,5656,11126,1152,255.0,713.0,15.0,422,151.2380952,766.4761905,9179.981185,3152.737535,4611.928504,899.8682973,515.4468485,0,15,0,0,0,278,263,67,0,7,2014,Texas,7836.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A06665,"JFK Population Health Company, LLC",-1.0,50.0,9531,1545,3803,2775,1408,5663,3868,6356,1338,1063.0,179.0,22.0,573,197.1279373,829.4168843,11337.13831,4750.852501,6234.937634,347.4406867,3.907486636,0,0,0,0,3,58,176,13,0,0,2014,New Jersey,11274.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A68137,"Community Health Accountable Care, LLC",-1.0,50.0,5948,1855,2262,1275,556,3119,2829,5701,51,59.0,6.0,6.0,125,124.1319444,809.0277778,7811.09183,205.3150143,2329.714458,628.8525249,4647.209833,0,21,1,0,2,51,31,30,1,1,2014,"Vermont,  New Hampshire",7909.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A74254,UPSA ACO LLC,-1.0,50.0,5817,964,2794,1505,554,3283,2534,4927,360,75.0,319.0,2.0,134,176.0797342,749.1694352,10166.89941,4525.952168,5203.486748,425.9947963,11.46569845,0,0,0,0,0,24,0,0,0,0,2014,Texas,8949.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A82420,Medical Clinic of North Texas PLLC,-1.0,50.0,20627,1922,10599,5901,2205,11563,9064,18910,947,221.0,144.0,31.0,374,127.3597448,748.737038,9421.312335,3623.898026,4879.101821,910.879969,7.432518922,0,0,0,0,0,91,142,29,1,0,2014,Texas,8195.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A60743,"Ingalls Care Network, LLC",-1.0,50.0,5568,1057,2277,1497,737,3559,2009,3326,2067,26.0,62.0,0.0,87,197.6744186,789.640592,9913.617147,3750.174221,5385.904325,514.9520698,262.58653,0,2,0,0,4,48,76,12,0,0,2014,"Illinois,  Indiana",11792.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A17898,"Health Connect Partners, LLC",-1.0,50.0,29482,4952,12533,7901,4096,17291,12191,25753,975,1212.0,160.0,168.0,1214,154.1723459,773.2848705,8733.427511,3680.073318,3986.889112,1041.59759,24.86749014,0,0,1,0,22,669,1024,227,1,0,2014,Washington,9423.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A86442,SW Provider Partners LLC,-1.0,50.0,14289,1963,6760,3839,1727,8417,5872,12579,733,261.0,352.0,14.0,350,159.9057838,793.5095525,10791.74421,3266.07994,5518.124077,1985.640016,21.9001765,0,0,0,0,0,82,119,26,0,8,2014,Texas,10902.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A92615,BAROMA Healthcare Holdings,-1.0,50.0,5985,2779,1951,885,370,3369,2616,2641,3099,55.0,84.0,14.0,92,231.1015119,638.7688985,8250.469521,2312.053227,3899.951956,641.6934791,1396.770859,0,28,0,1,0,56,68,34,0,0,2014,"Texas,  Louisiana",11208.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A70064,"Partners In Care ACO, Inc.",-1.0,50.0,6843,1671,2700,1620,852,4029,2814,4841,1310,196.0,284.0,4.0,208,172.7720066,815.1995626,11330.23326,4917.318816,5779.138785,616.2337908,17.54186987,0,0,0,0,0,48,41,19,0,0,2014,New Jersey,11413.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A02854,Akira Health of Fresno Inc.,-1.0,50.0,3498,541,1074,970,913,2024,1474,2856,142,83.0,286.0,21.0,110,241.7977528,829.2134832,13806.05776,8802.379275,4181.889332,645.8480081,175.9411442,0,0,0,0,0,34,6,19,0,0,2014,California,26754.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A08611,"Michiana Accountable Care Organization, LLC",-1.0,50.0,7934,1054,3452,2186,1242,4685,3249,7211,539,29.0,16.0,8.0,131,143.6748712,776.1877504,8261.853659,3483.707317,3770.926829,995.3821138,11.83739837,0,0,0,0,0,35,66,12,0,0,2014,"Michigan,  Indiana",8222.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A09282,"Baroma Healthcare, LLC",-1.0,50.0,9664,2582,4084,2138,860,5303,4361,6384,1591,75.0,1331.0,8.0,275,237.6015691,725.413281,12047.12084,3509.473817,7918.684949,591.6644852,27.2975925,0,0,0,0,0,10,5,4,0,0,2014,Florida,16038.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A23786,"Clinical Partners of Colorado Springs, LLC",-1.0,50.0,6545,1535,3070,1446,494,3723,2822,5927,256,58.0,152.0,17.0,135,130.5555556,738.8888889,7855.90959,2355.83111,3405.901742,728.6140323,1365.562706,0,24,0,0,0,66,39,28,6,0,2014,Colorado,7106.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A38301,Physicians Accountable Care of Utah,-1.0,50.0,6767,993,3350,1812,612,3844,2923,6385,27,88.0,63.0,11.0,193,112.1416526,731.0286678,7870.312085,3670.243828,3362.784877,832.4295628,4.853816693,0,0,0,0,0,73,53,7,2,0,2014,Utah,7477.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A71307,"HCP ACO California, LLC",-1.0,50.0,57993,10978,25688,14829,6498,33291,24702,43163,5636,2868.0,2951.0,91.0,3284,172.8787879,757.5757576,9964.401974,4059.789309,5280.71882,614.0836908,9.810153716,0,0,0,0,5,1118,465,172,11,0,2014,"Nevada,  Florida,  California",9747.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A23727,"Duke Connected Care, LLC",-1.0,50.0,44256,9864,20098,10354,3940,25567,18689,31656,11012,409.0,227.0,58.0,894,176.9625547,763.3529747,9291.708014,3465.773882,4348.838609,1331.658067,145.4374562,0,8,0,0,9,485,2046,278,4,3,2014,North Carolina,9062.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A43717,Louisiana Physicians ACO LLC,-1.0,50.0,6376,1372,2318,1703,983,3836,2540,4502,1784,12.0,22.0,5.0,51,209.0984975,703.672788,10878.6638,3859.893785,5202.902664,1792.029837,23.83751571,0,0,0,0,0,20,22,17,0,0,2014,Louisiana,14993.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A18812,RWJ Partners LLC,-1.0,50.0,8456,1351,3648,2362,1095,4934,3522,7045,742,194.0,144.0,3.0,328,183.3582461,813.1539611,10464.87361,3669.888777,6339.130435,450.273003,5.581395349,0,0,0,0,3,153,200,43,1,0,2014,New Jersey,10135.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A91435,Cleveland Quality Healthnet,-1.0,50.0,6184,1073,2093,1760,1258,3636,2548,4005,2035,29.0,5.0,4.0,106,246.9431154,822.169059,13169.05782,4770.659734,5094.414389,3292.854634,11.12906625,0,0,0,0,0,31,4,22,0,1,2014,Ohio,18678.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A08181,"Accountable Care Coalition of Mississippi, LLC.",-1.0,50.0,5570,2711,1859,767,233,3129,2441,2261,3259,17.0,7.0,9.0,17,159.4761171,695.6856703,8294.771969,352.2432332,2538.746756,727.8457545,4675.936225,0,106,0,0,0,63,60,121,0,0,2014,Mississippi,7803.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A24804,"Accountable Care Coalition of Greater New York, LLC.",-1.0,50.0,6353,4206,1169,652,326,2982,3371,3888,1669,135.0,336.0,17.0,308,161.3672496,852.1462639,12253.95807,3702.112309,6780.231673,1758.948254,12.66583831,0,0,0,0,3,73,531,47,0,2,2014,New York,7969.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A67365,"Accountable Care Coalition of Maryland Primary Care, LLC.",-1.0,50.0,5823,669,2166,1762,1226,3474,2349,3622,1230,470.0,155.0,8.0,338,217.6954733,832.0987654,14893.03542,6415.37913,6614.689803,1858.509627,4.456857618,0,0,0,0,0,23,1,12,0,0,2014,"District of Columbia,  Maryland",17788.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A46666,"Genesis Accountable Physician Network, LLC",-1.0,50.0,18190,2135,8626,5105,2324,10846,7344,16083,1164,274.0,244.0,36.0,389,158.0873384,763.1129544,9961.333828,4261.656437,5087.987377,571.5117562,40.17825697,0,0,0,0,0,46,2,3,0,0,2014,Texas,10391.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A67373,"Palm Beach Accountable Care Organization, LLC ",98.08,50.0,60845,4894,24128,20319,11504,35022,25823,54832,2546,275.0,1912.0,26.0,1254,177.0,815.0,14775.0,5182.0,8810.0,741.0,42.0,0,0,0,0,0,219,278,63,0,0,2015,Florida ,12328.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A38665,CCACO,86.2,50.0,9420,958,3437,3455,1570,5644,3776,595,184,7114.0,89.0,2.0,1436,184.0,808.0,14455.0,8180.0,6092.0,155.0,28.0,0,0,0,0,0,91,175,21,0,0,2015,"New Jersey, New York ",9097.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A76261,Hackensack Alliance ACO,95.7,50.0,23156,2541,10111,6767,3737,13843,9313,19463,1276,402.0,1087.0,16.0,912,176.0,840.0,12195.0,4713.0,6891.0,589.0,3.0,0,0,0,0,6,132,426,94,5,1,2015,"New Jersey, New York ",12026.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A39692,"Primary Partners, LLC ",99.22,50.0,6965,809,3383,2077,696,3941,3024,6004,479,59.0,201.0,19.0,203,147.0,848.0,12266.0,5836.0,5738.0,580.0,112.0,0,0,0,0,0,22,0,2,0,0,2015,Florida ,9055.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A38596,NH Accountable Care Partners,89.84,50.0,38700,6902,17120,9830,4848,22144,16556,37371,228,141.0,118.0,17.0,825,172.0,814.0,9198.0,3202.0,3964.0,2025.0,7.0,0,0,0,0,6,303,292,157,0,0,2015,"Maine, Massachusetts, New Hampshire ",10105.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A60892,"Arizona Connected Care, LLC",94.08999999999999,50.0,6956,1127,3409,1729,691,3793,3163,6044,167,48.0,393.0,114.0,190,166.0,773.0,9036.0,2557.0,4203.0,931.0,1345.0,0,39,0,0,0,153,87,112,0,0,2015,Arizona ,7920.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A58483,Atlantic ACO,96.08,50.0,86189,10280,39482,24131,12296,49489,36700,77148,3501,1604.0,959.0,29.0,2948,163.0,832.0,10764.0,4169.0,5980.0,594.0,21.0,0,6,0,0,8,466,887,166,9,4,2015,"New Jersey, Pennsylvania ",10578.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A61599,"Florida Physicians Trust, LLC ",87.99,50.0,6544,883,2765,1913,983,3801,2743,5606,485,61.0,208.0,4.0,180,165.0,828.0,12379.0,4977.0,5701.0,1587.0,114.0,0,0,0,0,0,26,10,9,0,0,2015,Florida ,10299.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A46707,"Premier ACO Physicians Network, LLC ",83.41,50.0,8835,1553,3579,2386,1317,5038,3797,6261,823,587.0,563.0,16.0,585,184.0,771.0,11300.0,4501.0,6601.0,191.0,6.0,0,0,0,0,0,125,98,7,0,0,2015,California ,13865.0,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
